game,league,blueteam,redteam,golId,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38
ESPORTSTMNT01_2691492,LCK CL,Nongshim RedForce Challengers,Liiv SANDBOX Challengers,35981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701622,LCK CL,DWG KIA Challengers,Hanwha Life Esports Challengers,35980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691493,LCK CL,Gen.G Challengers,DRX Challengers,35978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691494,LCK CL,KT Rolster Challengers,Kwangdong Freecs Challengers,35979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691507,LCK,DRX,Gen.G,35829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691515,LCK,Gen.G,DRX,35830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691518,LCK,Fredit BRION,T1,35832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691546,LCK,T1,Fredit BRION,35833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691557,LCK,Fredit BRION,T1,35834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090326,LEC,MAD Lions,Team Vitality,35918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090342,LEC,Rogue,SK Gaming,35919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701805,LEC,Excel Esports,G2 Esports,35920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090354,LEC,Astralis,Misfits Gaming,35921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090358,LEC,Fnatic,Team BDS,35922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2691713,LCS,TSM,100 Thieves,35898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701892,LCS,Cloud9,Golden Guardians,35899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701898,LCS,FlyQuest,TSM,35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701905,LCS,100 Thieves,Golden Guardians,35901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701917,LCS,Cloud9,FlyQuest,35902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701941,LCK,Nongshim RedForce,Liiv SANDBOX,35835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701966,LCK,Nongshim RedForce,Liiv SANDBOX,35836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701968,LCK,Kwangdong Freecs,KT Rolster,35838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2701997,LCK,Kwangdong Freecs,KT Rolster,35839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110359,LEC,Rogue,Misfits Gaming,35924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090389,LEC,Excel Esports,Team BDS,35923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090394,LEC,SK Gaming,MAD Lions,35925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090404,LEC,G2 Esports,Astralis,35926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110375,LEC,Team Vitality,Fnatic,35927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692054,LCS,Dignitas,Team Liquid,35903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702177,LCS,Counter Logic Gaming,Immortals,35904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702184,LCS,Team Liquid,Evil Geniuses,35905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702196,LCS,Immortals,Dignitas,35906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702203,LCS,Counter Logic Gaming,Evil Geniuses,35907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702254,LCK,Fredit BRION,Hanwha Life Esports,35841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702297,LCK,Hanwha Life Esports,Fredit BRION,35842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702309,LCK,Fredit BRION,Hanwha Life Esports,35843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702317,LCK,DWG KIA,Gen.G,35844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702340,LCK,Gen.G,DWG KIA,35845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692264,LCK,DWG KIA,Gen.G,35846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702406,LEC,Team BDS,Misfits Gaming,35929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702451,LEC,Excel Esports,Team Vitality,35928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692407,LEC,Rogue,Astralis,35930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692425,LEC,SK Gaming,Fnatic,35931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692441,LEC,MAD Lions,G2 Esports,35932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702518,LCS,FlyQuest,100 Thieves,35908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692497,LCS,Team Liquid,Counter Logic Gaming,35909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692529,LCS,TSM,Cloud9,35910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692548,LCS,Evil Geniuses,Immortals,35911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692567,LCS,Golden Guardians,FlyQuest,35912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692672,LCK CL,Liiv SANDBOX Challengers,Kwangdong Freecs Challengers,36053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692687,LCK CL,DWG KIA Challengers,Fredit BRION Challengers,36054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692705,LCK CL,Nongshim RedForce Challengers,Gen.G Challengers,36055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692722,LCK CL,DRX Challengers,T1 Challengers,36056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692750,LCK CL,Hanwha Life Esports Challengers,KT Rolster Challengers,36057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090459,LFL Div2,Joblife,FC Nantes Esports,36003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702884,GLL,Team Phantasma,Zerolag Esports,36041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702905,NLC,Bifrost,JD|XL,36083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702921,Hitpoint Masters,Dynamo Eclot,Cryptova,36227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692918,SL,KOI,MAD Lions Madrid,36073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702946,GLL,Hive Athens EC,Gamespace Mediterranean College Esports,36042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110434,EBL,Nexus KTRL,Valiance,36235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702954,NLC,Team Singularity,Riddle Esports,36086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090480,LFL Div2,Team MCES,PCS Taran,36004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692951,SL,UCAM Tokiers,G2 Arctic,36075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2702995,Hitpoint Masters,Inside Games,Entropiq,36228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703006,GLL,Team Refuse,Olympiacos Alimou,36043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703011,NLC,X7 Esports,NYYRIKKI,36087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110443,EBL,Split Raiders,Auxesis Esports,36236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090491,LFL Div2,Atletec,BK ROG Esports,36005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2692980,SL,Barça eSports,Fnatic TQ,36074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703020,LPLOL,Boavista FC,Karma Clan Esports,36118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703046,Hitpoint Masters,SINNERS Esports,eSuba,36229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703056,GLL,Anorthosis Famagusta Esports,WLGaming Esports,36044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703062,NLC,MNM Gaming,Astralis Talent,36084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090500,LFL Div2,beGenius ESC,IZI Dream,36006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110456,EBL,Diamant Esports,Crvena zvezda Esports,36237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693004,SL,Movistar Riders,Giants,36076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703104,Hitpoint Masters,BRUTE,Dark Tigers,36230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090504,LFL Div2,Tony Parker Adequat Academy,Lille Esport,36007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693026,LPLOL,OFFSET Esports,Odivelas Sports Club,36119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693034,NLC,Vanir,Dusty,36085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693035,SL,BISONS ECLUB,Team Heretics,36077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110461,EBL,Cyber Wolves,SOVEJA,36238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703128,LPLOL,GTZ Bulls,White Dragons,36120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693070,Proving Grounds Circuit,Golden Guardians Academy,Wildcard Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703174,Proving Grounds Circuit,No Team,100 Thieves Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693060,LPLOL,EGN Esports,For The Win Esports,36121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693089,Proving Grounds Circuit,Wildcard Gaming,Golden Guardians Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703192,Proving Grounds Circuit,100 Thieves Next,No Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693098,Proving Grounds Circuit,"University of California, Irvine",Bay State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693100,Proving Grounds Circuit,Radiance,Team Amibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693125,Proving Grounds Circuit,Bay State College,"University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693131,Proving Grounds Circuit,Radiance,Team Amibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693136,Proving Grounds Circuit,Radiance,Team Amibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703264,LCK CL,Gen.G Challengers,Kwangdong Freecs Challengers,36058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703280,LCK CL,KT Rolster Challengers,Fredit BRION Challengers,36059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703294,LCK CL,T1 Challengers,DWG KIA Challengers,36060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703309,LCK CL,DRX Challengers,Nongshim RedForce Challengers,36061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703335,LCK CL,Liiv SANDBOX Challengers,Hanwha Life Esports Challengers,36062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110478,Ultraliga,Zero Tenacity,Gentlemen's Gaming,36108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090538,Ultraliga,devils.one,AGO ROGUE,36109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090539,LFL Div2,Lille Esport,PCS Taran,36008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693351,Prime League,FC Schalke 04 Esports,MOUZ,36095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693353,GLL,Anorthosis Famagusta Esports,Team Refuse,36045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090543,Ultraliga,Team ESCA Gaming,Iron Wolves,36110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693410,GLL,Team Phantasma,Gamespace Mediterranean College Esports,36046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693423,Prime League,E WIE EINFACH E-SPORTS,Eintracht Spandau,36094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090546,LFL Div2,Atletec,FC Nantes Esports,36009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703490,PG Nationals,Samsung Morning Stars,GGEsports,36033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090552,LFL Div2,BK ROG Esports,IZI Dream,36010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110497,Ultraliga,Komil&amp;Friends,Goskilla,36111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693486,Prime League,SK Gaming Prime,Berlin International Gaming,36096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693488,GLL,WLGaming Esports,Hive Athens EC,36047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703516,PG Nationals,Atleta Esport,Esport Empire,36034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090556,LFL Div2,Joblife,Tony Parker Adequat Academy,36011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693537,GLL,Zerolag Esports,Olympiacos Alimou,36048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090558,Ultraliga,Forsaken,Illuminar Gaming,36112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693557,Prime League,GamerLegion,Unicorns of Love Sexy Edition,36097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703585,PG Nationals,Axolotl,Macko Esports,36035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090561,LFL Div2,Team MCES,beGenius ESC,36012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703605,PG Nationals,aNc Outplayed,Cyberground Gaming,36036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693619,Prime League,WAVE Esports,PENTA 1860,36093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703652,Proving Grounds Circuit,Dare Gaming,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703653,Proving Grounds Circuit,Maryville University,Taco Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703669,Proving Grounds Circuit,Winthrop University,Dare Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703674,Proving Grounds Circuit,Maryville University,Taco Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703696,Proving Grounds Circuit,Supernova,Immortals Area of Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703721,Proving Grounds Circuit,Supernova,Immortals Area of Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693789,LCK,Nongshim RedForce,DWG KIA,36136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703805,LCK,DWG KIA,Nongshim RedForce,36137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2703811,LCK,Nongshim RedForce,DWG KIA,36138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693854,LCK,KT Rolster,Hanwha Life Esports,36139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2693886,LCK,Hanwha Life Esports,KT Rolster,36140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110543,Ultraliga,Iron Wolves,AGO ROGUE,36113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110546,LFL,GameWard,Solary,36126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110549,Ultraliga,Team ESCA Gaming,Forsaken,36114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694027,NLC,JD|XL,NYYRIKKI,36090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110551,Ultraliga,Illuminar Gaming,devils.one,36115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694058,NLC,Riddle Esports,MNM Gaming,36089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110554,LFL,Vitality.Bee,Team Oplon,36127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694069,PG Nationals,Esport Empire,Axolotl,36037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2090611,Ultraliga,Gentlemen's Gaming,Goskilla,36116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694087,NLC,Team Singularity,X7 Esports,36088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694092,LPLOL,For The Win Esports,GTZ Bulls,36122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694094,PG Nationals,Cyberground Gaming,Samsung Morning Stars,36038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110571,LFL,Mirage Elyandra,Misfits Premier,36128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110577,Ultraliga,Komil&amp;Friends,Zero Tenacity,36117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694124,NLC,Bifrost,Vanir,36092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110579,LFL,Karmine Corp,Team BDS Academy,36129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694155,PG Nationals,aNc Outplayed,Atleta Esport,36039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2704054,LPLOL,Karma Clan Esports,EGN Esports,36123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694174,LCSA,Dignitas Academy,FlyQuest Academy,35983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694175,LCSA,Golden Guardians Academy,100 Thieves Academy,35985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694177,NLC,Astralis Talent,Dusty,36091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT04_2110583,LFL,GamersOrigin,LDLC OL,36130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694197,PG Nationals,Macko Esports,GGEsports,36040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694200,LPLOL,White Dragons,Odivelas Sports Club,36124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694212,LCSA,FlyQuest Academy,Dignitas Academy,35984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694214,LCSA,100 Thieves Academy,Golden Guardians Academy,35986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694223,LPLOL,OFFSET Esports,Boavista FC,36125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694224,LCSA,Evil Geniuses Academy,Team Liquid Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694225,LCSA,TSM Academy,Immortals Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694252,LCSA,Evil Geniuses Academy,Team Liquid Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694254,LCSA,TSM Academy,Immortals Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694272,LCSA,Cloud9 Academy,CLG Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694273,LVP DDH,Atheris Esports,Zylant Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694280,LCSA,CLG Academy,Cloud9 Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694285,LVP DDH,Six Karma,Tomorrow Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694293,LVP DDH,Atomic México,Arctic Gaming México,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694317,LVP DDH,The Kings,PÊEK Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2694375,LCK CL,DRX Challengers,Kwangdong Freecs Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2704267,LCK CL,Liiv SANDBOX Challengers,Fredit BRION Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2704268,LCK CL,T1 Challengers,Nongshim RedForce Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2704270,LCK CL,KT Rolster Challengers,DWG KIA Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2704279,LCK CL,Hanwha Life Esports Challengers,Gen.G Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
